Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-36636781,Thomas,Estrada,Female,Maharashtra,Mumbai,Master,15/02/1974,01/08/2016,,Customer Service,Customer Service Manager,95492,Good
00-56420975,Jill,Rice,Female,Uttar Pradesh,Varanasi,High School,16/08/1977,08/06/2018,,Customer Service,Help Desk Technician,70996,Good
00-62447647,Brandon,Hall,Male,Maharashtra,Nagpur,Bachelor,29/06/2002,26/05/2017,,IT,IT Support Specialist,67491,Good
00-90655868,Christina,Martinez,Male,Andhra Pradesh,Tirupati,Bachelor,23/09/1977,09/02/2021,,Sales,Sales Representative,82285,Good
00-94713882,Elizabeth,Hayes,Male,Maharashtra,Mumbai,High School,28/09/1962,27/09/2023,,Customer Service,Customer Service Representative,63786,Good
00-27155779,Andrew,Short,Male,Maharashtra,Nagpur,Bachelor,23/03/1989,17/07/2022,,Operations,Operations Analyst,71627,Good
00-98486242,Micheal,Cunningham,Female,Maharashtra,Mumbai,Bachelor,09/05/1996,02/10/2022,,Customer Service,Help Desk Technician,75436,Good
00-32679569,Calvin,Roberts,Female,Maharashtra,Pune,High School,15/05/1979,11/08/2017,,Operations,Inventory Specialist,65924,Good
00-69417375,Hunter,Smith,Male,Maharashtra,Mumbai,PhD,16/07/1981,25/06/2017,,Customer Service,Customer Service Manager,67110,Satisfactory
00-80090170,Victoria,Aguilar,Female,Andhra Pradesh,Tirupati,Bachelor,24/12/1981,06/03/2021,,Operations,Logistics Coordinator,60092,Excellent
00-48564701,Richard,Harper,Male,Maharashtra,Nagpur,Bachelor,24/12/1984,11/08/2018,,Operations,Operations Analyst,65910,Satisfactory
00-39804324,Cindy,Garrett,Male,Andhra Pradesh,Tirupati,Bachelor,05/06/1962,25/10/2023,,IT,IT Support Specialist,73423,Good
00-40418726,Claudia,Morton,Male,Maharashtra,Mumbai,Bachelor,01/07/1987,04/12/2019,,Operations,Logistics Coordinator,68261,Satisfactory
00-56977287,Kimberly,Phillips,Male,Uttar Pradesh,Kanpur,High School,02/04/1976,02/08/2024,,Marketing,Content Creator,62608,Good
00-22299448,Darlene,Malone,Male,Maharashtra,Nagpur,Bachelor,20/12/1985,17/10/2023,,Operations,Inventory Specialist,62538,Good
00-16115184,Jessica,Gregory,Male,Maharashtra,Mumbai,Bachelor,13/02/1977,27/11/2020,,Sales,Sales Representative,64097,Excellent
00-76818175,Stephen,Small,Female,West Bengal,Durgapur,Master,26/11/1990,25/04/2023,,Sales,Sales Specialist,87531,Good
00-77869393,Dustin,Bowers,Male,Maharashtra,Nagpur,Master,29/11/1986,13/08/2023,,Operations,Operations Analyst,80235,Good
00-15177367,Patrick,Crane,Female,Maharashtra,Nagpur,Bachelor,01/03/1983,06/04/2016,,Sales,Sales Specialist,75139,Excellent
00-30934062,Dylan,Cunningham,Female,Andhra Pradesh,Visakhapatnam,High School,11/03/1974,25/04/2019,,Operations,Inventory Specialist,56642,Good
00-84305889,Andrew,Mason,Male,Andhra Pradesh,Visakhapatnam,High School,19/09/1981,01/05/2017,,Customer Service,Help Desk Technician,65688,Good
00-85191544,Ashley,Sparks,Male,Maharashtra,Pune,Bachelor,18/02/1985,29/11/2021,,Marketing,Marketing Coordinator,83646,Good
00-22031352,James,Thompson,Female,Maharashtra,Mumbai,Bachelor,11/04/1991,14/03/2024,,Customer Service,Support Specialist,60178,Good
00-94592986,Daniel,Combs,Female,Andhra Pradesh,Tirupati,Bachelor,19/08/2002,10/11/2019,,Sales,Sales Representative,62182,Good
00-45183616,Lori,Phillips,Female,Andhra Pradesh,Vijayawada,Bachelor,18/10/1963,24/02/2020,,Sales,Sales Specialist,82847,Satisfactory
00-64027629,Kimberly,Jordan,Male,Maharashtra,Mumbai,Bachelor,25/01/1979,08/08/2019,,IT,Software Developer,97841,Needs Improvement
00-45253038,Anita,Pineda,Male,Maharashtra,Mumbai,PhD,28/07/1976,08/06/2017,,Sales,Sales Consultant,85867,Good
00-30503941,Cindy,Johnson,Male,Maharashtra,Mumbai,Bachelor,19/08/1975,05/08/2017,,Finance,Financial Analyst,79223,Satisfactory
00-78230692,Thomas,Sanders,Female,Maharashtra,Pune,Bachelor,15/12/2002,15/02/2015,,Operations,Operations Analyst,62704,Satisfactory
00-91527632,Stephen,Butler,Male,Uttar Pradesh,Lucknow,PhD,02/04/1985,13/12/2017,,Sales,Sales Specialist,76820,Satisfactory
00-85190528,Anthony,Ramos,Female,Maharashtra,Nagpur,Master,24/08/1990,17/10/2024,,Operations,Operations Analyst,71587,Good
00-30707513,Jason,Hoffman,Female,Tamil Nadu,Madurai,High School,05/01/1981,09/10/2022,,Marketing,SEO Specialist,75413,Needs Improvement
00-94736386,Jeremy,Lawson,Male,Maharashtra,Nagpur,Bachelor,28/07/2001,07/05/2023,,Marketing,Marketing Coordinator,74204,Good
00-57478039,Elizabeth,Morrison,Male,Andhra Pradesh,Vijayawada,Bachelor,17/08/1995,21/05/2019,,Marketing,Content Creator,60788,Good
00-92937486,Debra,Roach,Male,Maharashtra,Pune,Bachelor,10/11/1967,21/07/2024,,Finance,Accountant,83059,Needs Improvement
00-59874049,Dillon,Prince,Male,Maharashtra,Mumbai,Bachelor,24/11/1984,21/10/2022,,Operations,Logistics Coordinator,69359,Needs Improvement
00-95286200,Andre,Cardenas,Female,Maharashtra,Mumbai,Bachelor,07/02/1986,21/04/2023,,Sales,Sales Representative,69730,Satisfactory
00-42835306,Maria,Merritt,Male,Maharashtra,Pune,Bachelor,05/01/1989,07/06/2016,,Operations,Logistics Coordinator,65444,Satisfactory
00-81346472,Paige,Wilson,Male,Maharashtra,Nagpur,Bachelor,22/06/1981,25/02/2016,,Sales,Sales Representative,69705,Satisfactory
00-76005098,Rachel,Knight,Male,West Bengal,Siliguri,Bachelor,30/06/1965,18/06/2017,,Operations,Logistics Coordinator,74962,Excellent
00-75171676,Matthew,Dunn,Male,Uttar Pradesh,Varanasi,Bachelor,19/02/1973,26/11/2022,,Operations,Operations Analyst,79831,Satisfactory
00-85013013,Kristen,Sullivan,Female,Andhra Pradesh,Tirupati,Bachelor,23/05/1986,23/10/2024,,Operations,Logistics Coordinator,54057,Satisfactory
00-85388033,Michael,Rhodes,Female,Maharashtra,Nagpur,Bachelor,17/10/1979,18/06/2018,,IT,Software Developer,89521,Good
00-19628390,Donna,Davis,Male,West Bengal,Siliguri,Bachelor,27/12/1996,02/08/2017,,Customer Service,Support Specialist,62999,Good
00-63860585,Patrick,Gray,Male,Uttar Pradesh,Lucknow,Bachelor,16/05/1983,08/06/2022,,IT,Software Developer,90277,Good
00-48496836,Crystal,Mclean,Female,Maharashtra,Nagpur,Master,03/06/1987,26/03/2022,,IT,Software Developer,106675,Good
00-73555662,Alexis,Olson,Female,Maharashtra,Pune,Master,18/09/1989,15/06/2022,,Operations,Operations Analyst,74476,Good
00-52121679,Corey,Rivas,Male,Maharashtra,Pune,Bachelor,19/12/1984,09/12/2022,,Sales,Sales Representative,77468,Satisfactory
00-58524020,Dustin,Lee,Male,Andhra Pradesh,Vijayawada,Bachelor,05/08/1972,25/07/2018,,Sales,Sales Representative,72725,Good
00-33391451,Lee,Rogers,Female,Tamil Nadu,Coimbatore,Bachelor,27/05/1996,24/12/2024,,Operations,Logistics Coordinator,61639,Excellent
00-59430703,Karen,King,Female,Maharashtra,Pune,Bachelor,07/08/1990,15/03/2016,,Sales,Sales Representative,68691,Good
00-19666479,Kimberly,Ross,Male,West Bengal,Siliguri,Bachelor,24/06/1982,27/02/2016,,Marketing,Marketing Coordinator,69349,Satisfactory
00-54284913,John,Hogan,Male,Maharashtra,Pune,High School,15/06/1982,01/05/2019,,Operations,Inventory Specialist,56789,Good
00-99996378,Melissa,Nelson,Female,Delhi,Dwarka,Bachelor,19/04/1990,15/12/2016,,Operations,Logistics Coordinator,61518,Satisfactory
00-89513946,Billy,Johnson,Male,Maharashtra,Pune,High School,06/06/1991,04/03/2024,,Operations,Inventory Specialist,56325,Good
00-70513308,Timothy,Walker,Male,Maharashtra,Nagpur,Bachelor,07/07/1990,03/01/2020,,Customer Service,Support Specialist,65158,Good
00-34811860,Elizabeth,Palmer,Male,West Bengal,Siliguri,High School,26/05/1987,21/08/2016,,Customer Service,Help Desk Technician,72489,Needs Improvement
00-28399621,Peter,Mcclure,Male,Delhi,Delhi,Bachelor,22/10/1989,25/01/2015,,Marketing,Content Creator,71961,Good
00-31246090,Yesenia,Wilson,Male,Gujarat,Ahmedabad,High School,09/12/1995,24/10/2022,,Customer Service,Customer Service Representative,63132,Good
00-97513847,Paul,Harris,Female,Gujarat,Vadodara,Bachelor,15/05/1978,01/02/2020,,Sales,Sales Representative,56715,Good
00-98802796,Elizabeth,Olsen,Male,Delhi,Delhi,Bachelor,20/02/1967,10/05/2016,,Operations,Logistics Coordinator,62912,Excellent
00-37083170,Madison,Morrow,Female,Maharashtra,Nagpur,Master,10/08/2004,10/01/2020,,IT,Software Developer,80143,Satisfactory
00-93255820,Brandon,Jones,Female,Maharashtra,Nagpur,High School,16/01/2000,24/07/2019,,Operations,Inventory Specialist,53311,Good
00-96874609,Brian,Wong,Male,Maharashtra,Nagpur,Bachelor,31/01/1986,01/02/2019,,Sales,Sales Representative,65558,Good
00-80225378,Kelly,Obrien,Male,Maharashtra,Pune,High School,25/03/2002,30/11/2019,,Marketing,SEO Specialist,79656,Excellent
00-67225399,Joan,Brown,Male,Maharashtra,Nagpur,Bachelor,21/09/1963,07/06/2020,,Customer Service,Support Specialist,74269,Excellent
00-20724388,Kim,Roy,Female,Maharashtra,Pune,Bachelor,17/12/1986,22/07/2023,,Operations,Inventory Specialist,55828,Good
00-68767112,James,Aguilar,Female,Uttar Pradesh,Lucknow,High School,21/08/1973,22/06/2022,,Operations,Inventory Specialist,60052,Good
00-13800827,Dawn,Sims,Male,Uttar Pradesh,Varanasi,Bachelor,11/10/1997,20/01/2019,,Customer Service,Support Specialist,64652,Good
00-87413513,Jessica,Walker,Female,Maharashtra,Nagpur,Bachelor,10/08/1999,18/04/2024,,Customer Service,Help Desk Technician,60434,Satisfactory
00-73774133,Joseph,Huang,Female,Maharashtra,Nagpur,High School,29/03/1974,21/06/2021,,Marketing,Content Creator,59705,Excellent
00-41840662,Scott,Campbell,Female,Uttar Pradesh,Kanpur,PhD,31/05/1962,05/03/2023,,Customer Service,Customer Service Manager,87840,Good
00-86727686,Brian,Hahn,Female,Delhi,Dwarka,High School,15/03/1973,10/12/2023,,Customer Service,Support Specialist,64679,Satisfactory
00-51442057,Donald,Powell,Female,Maharashtra,Nagpur,Bachelor,18/02/2003,02/12/2017,,Operations,Logistics Coordinator,54748,Good
00-94552507,Robert,Anderson,Male,Andhra Pradesh,Tirupati,Master,19/01/1994,23/02/2022,,Sales,Sales Specialist,68394,Satisfactory
00-35283412,Melvin,Peters,Male,Karnataka,Bangalore,Bachelor,27/03/1999,05/02/2015,,IT,System Administrator,85777,Good
00-87607161,Julie,Vasquez,Female,Maharashtra,Mumbai,High School,09/01/1985,31/08/2021,,Marketing,Content Creator,59047,Good
00-26735503,Margaret,Livingston,Female,Maharashtra,Nagpur,Bachelor,04/10/1989,25/12/2017,,Marketing,Content Creator,55046,Good
00-88664139,Brandon,Martin,Female,Maharashtra,Mumbai,Master,11/08/1971,28/09/2016,,Sales,Sales Consultant,97589,Good
00-56856138,Sarah,Jones,Female,West Bengal,Kolkata,Bachelor,20/10/1998,30/10/2019,,Sales,Sales Specialist,59591,Good
00-47955201,Joseph,Sanders,Female,Maharashtra,Mumbai,Master,17/08/1967,22/07/2020,,Operations,Operations Analyst,65969,Good
00-48130237,Emily,Baker,Male,Maharashtra,Nagpur,Bachelor,16/06/1980,17/03/2019,,IT,System Administrator,102407,Good
00-10159801,James,Chavez,Female,Maharashtra,Mumbai,Bachelor,06/07/1976,04/02/2017,,Sales,Sales Representative,64977,Satisfactory
00-63102334,Sharon,Best,Female,Uttar Pradesh,Varanasi,Bachelor,03/09/1963,03/05/2018,,Marketing,Marketing Coordinator,67339,Needs Improvement
00-68419398,Michael,Arias,Female,Maharashtra,Mumbai,Master,05/02/2004,19/03/2020,,HR,HR Coordinator,62282,Good
00-70106198,Melvin,Woodward,Female,Maharashtra,Nagpur,Bachelor,07/01/1981,12/02/2020,,Finance,Accounts Payable Specialist,62856,Good
00-66343204,Tanner,Ho,Male,Andhra Pradesh,Tirupati,Bachelor,13/01/1985,30/06/2023,,Operations,Operations Manager,94567,Excellent
00-67261364,Alex,Atkinson,Male,Maharashtra,Mumbai,Bachelor,22/05/1982,16/12/2022,,Operations,Logistics Coordinator,64916,Needs Improvement
00-54375853,Rebecca,Gregory,Male,Gujarat,Vadodara,Bachelor,09/12/1998,31/01/2015,,IT,Software Developer,101750,Satisfactory
00-57379304,Carrie,Smith,Male,West Bengal,Siliguri,Bachelor,15/09/1975,13/02/2018,,Sales,Sales Consultant,92891,Good
00-36733466,Jeffery,Henderson,Male,Maharashtra,Pune,Bachelor,04/05/1960,17/11/2015,,Finance,Accountant,71786,Good
00-46560856,William,Caldwell,Male,Maharashtra,Nagpur,Bachelor,20/06/1977,21/02/2020,,Finance,Accounts Payable Specialist,65916,Satisfactory
00-72331124,Taylor,Payne,Male,Andhra Pradesh,Vijayawada,High School,05/09/1985,14/05/2019,,IT,IT Support Specialist,59696,Good
00-85891085,Nicholas,Lee,Female,Andhra Pradesh,Visakhapatnam,Bachelor,13/01/2000,23/06/2022,,IT,IT Support Specialist,57827,Satisfactory
00-61023799,Charles,Contreras,Female,Maharashtra,Pune,Bachelor,24/10/1986,26/04/2017,,Customer Service,Customer Service Manager,70990,Good
00-59789640,Kurt,Watkins,Male,Maharashtra,Mumbai,High School,12/09/2003,08/10/2020,,IT,IT Support Specialist,57813,Needs Improvement
00-34058025,Susan,Lin,Female,Maharashtra,Pune,PhD,12/08/1966,06/05/2018,,IT,IT Manager,148020,Excellent
00-81003352,Brandon,Lin,Female,Gujarat,Surat,Bachelor,10/11/2000,25/04/2017,,Operations,Logistics Coordinator,53810,Good
00-37698521,William,Dudley,Female,West Bengal,Kolkata,Bachelor,20/05/1991,06/02/2019,,Operations,Logistics Coordinator,64083,Good
00-52146187,Ryan,Mitchell,Female,West Bengal,Kolkata,Bachelor,29/03/1975,21/01/2021,,Customer Service,Support Specialist,56850,Excellent
00-85107047,Joel,Harris,Male,Maharashtra,Pune,Master,16/08/2003,08/04/2023,,Operations,Operations Manager,94523,Good
00-62810773,Marilyn,Ross,Male,Maharashtra,Nagpur,Bachelor,02/08/1989,27/07/2018,,Sales,Sales Representative,65837,Satisfactory
00-98242667,Daniel,Thomas,Male,Maharashtra,Pune,Bachelor,30/12/1976,29/06/2019,,Sales,Sales Representative,59369,Good
00-45128164,Joyce,Porter,Female,Andhra Pradesh,Tirupati,Master,20/03/2000,19/07/2023,,IT,Software Developer,86115,Good
00-39716697,George,Lopez,Female,Maharashtra,Mumbai,Master,15/10/1996,06/01/2018,,IT,Software Developer,79655,Satisfactory
00-19797079,Mary,Fowler,Male,West Bengal,Kolkata,PhD,12/12/1970,08/12/2023,,Sales,Sales Consultant,77501,Good
00-26282257,Travis,Hoover,Male,Maharashtra,Mumbai,Bachelor,14/08/1993,28/07/2019,,Marketing,Content Creator,68583,Needs Improvement
00-42828067,Margaret,Garcia,Female,Andhra Pradesh,Tirupati,Bachelor,10/05/1960,17/03/2022,,Sales,Sales Representative,69093,Excellent
00-44692423,Jose,Arias,Male,Maharashtra,Mumbai,Bachelor,13/07/1983,13/06/2017,,Sales,Sales Representative,75458,Good
00-40388900,George,Payne,Female,Maharashtra,Pune,Bachelor,29/12/1987,12/10/2020,,IT,System Administrator,72093,Satisfactory
00-45405879,Maria,Mueller,Female,Maharashtra,Mumbai,Bachelor,02/02/1989,24/09/2015,,Operations,Operations Manager,104233,Excellent
00-98232407,Catherine,Hall,Male,Maharashtra,Mumbai,Bachelor,27/05/1987,15/06/2022,,Customer Service,Support Specialist,60671,Satisfactory
00-40135742,Michelle,Hall,Male,Maharashtra,Nagpur,Bachelor,20/03/1982,16/11/2015,,Operations,Logistics Coordinator,70667,Good
00-66388658,Amber,Mcdowell,Male,West Bengal,Siliguri,Master,06/02/1988,25/11/2016,,Sales,Sales Specialist,69733,Good
00-39330100,Zachary,Stephens,Female,Uttar Pradesh,Kanpur,High School,24/04/1995,03/05/2024,,Operations,Inventory Specialist,58958,Needs Improvement
00-81562020,Ricky,Morgan,Female,Uttar Pradesh,Kanpur,High School,19/02/1986,11/08/2021,,Operations,Inventory Specialist,61817,Good
00-46186270,Karen,Moyer,Male,Uttar Pradesh,Lucknow,Bachelor,06/10/1972,09/01/2016,,Operations,Inventory Specialist,64369,Good
00-11070533,Trevor,Warner,Female,Maharashtra,Nagpur,Bachelor,14/04/1984,30/07/2024,,IT,IT Support Specialist,56503,Good
00-27326000,Jennifer,Patterson,Female,Maharashtra,Pune,Bachelor,11/12/1980,21/09/2016,,Operations,Operations Analyst,68848,Good
00-74255018,Sara,Wilson,Female,Gujarat,Surat,Bachelor,08/10/1986,05/07/2022,,Operations,Logistics Coordinator,62723,Excellent
00-50447664,Isabel,Powell,Female,Maharashtra,Nagpur,High School,26/03/1983,12/07/2023,,Operations,Inventory Specialist,59856,Excellent
00-35865956,Joel,Sullivan,Female,Maharashtra,Nagpur,PhD,02/12/1989,30/10/2017,,Sales,Sales Manager,123082,Excellent
00-65404883,Lindsey,Dalton,Male,Andhra Pradesh,Tirupati,Bachelor,16/09/1991,07/01/2018,,Sales,Sales Consultant,81144,Good
00-88598588,Michael,Smith,Female,Andhra Pradesh,Visakhapatnam,Master,17/08/1993,29/07/2017,,Operations,Operations Analyst,88204,Good
00-42807356,Douglas,Hopkins,Male,Gujarat,Ahmedabad,Bachelor,22/08/1988,08/03/2015,,Operations,Inventory Specialist,61879,Excellent
00-86059172,Henry,Soto,Female,Delhi,New Delhi,High School,22/12/1998,08/05/2019,,Operations,Inventory Specialist,54093,Good
00-18601785,Emily,Miller,Male,Maharashtra,Mumbai,Master,06/01/1982,02/06/2017,,Sales,Sales Consultant,67322,Needs Improvement
00-86044212,Erika,Keller,Female,West Bengal,Siliguri,Bachelor,17/07/1997,06/01/2016,,Operations,Inventory Specialist,61292,Good
00-57750842,Kimberly,Ryan,Female,Maharashtra,Mumbai,Bachelor,24/02/1998,22/06/2016,,Customer Service,Help Desk Technician,77103,Good
00-71937580,Sharon,Mcdaniel,Female,Maharashtra,Mumbai,PhD,23/11/1978,07/06/2018,,Sales,Sales Consultant,113689,Good
00-57813594,Ashley,Oconnor,Male,Gujarat,Vadodara,Bachelor,31/10/1995,22/07/2020,,Customer Service,Help Desk Technician,93414,Excellent
00-35543591,Denise,Giles,Male,Andhra Pradesh,Vijayawada,Bachelor,09/11/1999,29/01/2018,,Sales,Sales Consultant,98560,Needs Improvement
00-73263970,Tina,Taylor,Male,Maharashtra,Pune,Bachelor,21/12/1979,08/08/2024,,Sales,Sales Representative,82346,Satisfactory
00-20587268,Raymond,Bryant,Female,West Bengal,Kolkata,High School,26/03/1998,18/08/2024,,Customer Service,Customer Service Representative,56291,Good
00-19232076,Stephanie,Grant,Male,Maharashtra,Pune,High School,11/04/1967,27/07/2017,,Operations,Inventory Specialist,62404,Good
00-50043139,Kendra,Adams,Female,Maharashtra,Nagpur,High School,05/11/1983,16/06/2017,,Customer Service,Help Desk Technician,59489,Good
00-63223875,Cindy,Weaver,Female,Maharashtra,Mumbai,Bachelor,22/03/1967,01/11/2018,,Customer Service,Support Specialist,53569,Satisfactory
00-39906700,Amy,Smith,Female,Maharashtra,Nagpur,Bachelor,11/01/1982,02/03/2024,,Operations,Logistics Coordinator,58123,Good
00-16450225,David,Sellers,Male,West Bengal,Kolkata,PhD,26/01/1977,27/11/2023,,Sales,Sales Specialist,65528,Good
00-35567631,Mark,Johnson,Female,Andhra Pradesh,Vijayawada,Bachelor,10/04/1993,24/08/2023,,Operations,Logistics Coordinator,57627,Good
00-28217622,Heather,Hall,Male,Maharashtra,Pune,Bachelor,21/12/1996,23/11/2015,,Finance,Financial Analyst,79008,Excellent
00-51611169,Amy,Proctor,Male,Maharashtra,Mumbai,Bachelor,07/07/1985,21/08/2019,,IT,Software Developer,87775,Good
00-64569904,Jennifer,King,Female,Maharashtra,Nagpur,PhD,16/06/1984,24/04/2017,,Sales,Sales Consultant,105536,Needs Improvement
00-50434140,Deborah,Evans,Female,Maharashtra,Mumbai,Bachelor,11/08/1991,24/08/2017,,Sales,Sales Representative,54246,Satisfactory
00-87771867,Matthew,Moss,Female,Maharashtra,Mumbai,PhD,08/07/1985,18/07/2019,,Sales,Sales Consultant,94890,Good
00-98319658,Angela,Jones,Male,Maharashtra,Pune,Bachelor,13/05/1974,02/02/2019,,Customer Service,Support Specialist,75906,Satisfactory
00-13760835,Justin,Hayes,Male,Uttar Pradesh,Varanasi,Bachelor,09/03/1988,31/07/2015,,Customer Service,Customer Service Representative,63334,Good
00-28907022,William,Rivers,Male,Maharashtra,Mumbai,Bachelor,21/11/1989,18/10/2020,,IT,Software Developer,108127,Good
00-88190778,Robin,Dominguez,Male,Delhi,Dwarka,PhD,10/07/1961,20/06/2024,,Sales,Sales Consultant,92966,Good
00-97754046,Christopher,Mclean,Female,Maharashtra,Nagpur,Master,14/01/1993,01/04/2016,,IT,Software Developer,82174,Excellent
00-68808057,Paula,Morales,Female,Maharashtra,Nagpur,Bachelor,24/12/1962,01/06/2023,,IT,System Administrator,68093,Needs Improvement
00-45365829,Tim,Ryan,Male,West Bengal,Siliguri,Bachelor,06/11/1975,13/09/2017,,IT,Software Developer,103000,Good
00-37895721,Jacob,Peck,Female,Tamil Nadu,Coimbatore,Bachelor,25/07/1973,25/06/2023,,Customer Service,Customer Service Representative,61924,Good
00-40652764,Joshua,Deleon,Male,Delhi,Dwarka,Master,18/08/1988,26/08/2020,,Sales,Sales Consultant,79259,Excellent
00-31927086,Bryan,Burton,Female,Maharashtra,Nagpur,High School,19/06/1996,29/06/2017,,Operations,Inventory Specialist,56753,Excellent
00-47625379,Troy,Patel,Male,Andhra Pradesh,Tirupati,Master,12/03/1964,30/05/2019,,Operations,Operations Analyst,69582,Satisfactory
00-70190702,Amber,Vincent,Female,Maharashtra,Nagpur,High School,04/07/1968,12/08/2022,,Customer Service,Customer Service Representative,65812,Excellent
00-31405453,Rose,Wagner,Female,Maharashtra,Mumbai,Bachelor,18/08/1973,07/10/2017,,Customer Service,Support Specialist,58771,Satisfactory
00-30577994,Megan,Hood,Male,Maharashtra,Nagpur,Bachelor,19/10/1991,20/02/2021,,Marketing,Marketing Coordinator,65737,Satisfactory
00-28292826,Luke,Ray,Male,Maharashtra,Pune,Bachelor,04/10/1981,11/07/2015,,IT,Software Developer,98565,Good
00-86989557,Virginia,Johnson,Male,Andhra Pradesh,Tirupati,Bachelor,18/11/1977,06/09/2024,,Operations,Logistics Coordinator,68150,Excellent
00-11336919,Amanda,Maldonado,Male,Maharashtra,Pune,Bachelor,31/05/1995,01/01/2017,,Operations,Inventory Specialist,63200,Good
00-44042835,Raymond,Lopez,Female,West Bengal,Kolkata,Bachelor,02/04/1982,31/08/2019,,Sales,Sales Representative,58600,Good
00-26489417,Laura,Wood,Female,Andhra Pradesh,Visakhapatnam,Bachelor,21/07/1998,28/09/2022,,Operations,Inventory Specialist,57691,Good
00-71242777,Joseph,Johnson,Female,Maharashtra,Pune,Master,16/03/1997,14/12/2018,,IT,System Administrator,74320,Good
00-67293274,Mindy,Campos,Female,Maharashtra,Pune,High School,13/08/1991,01/06/2017,,Operations,Inventory Specialist,56535,Satisfactory
00-91867600,Parker,Harvey,Female,Maharashtra,Nagpur,Bachelor,17/07/1988,24/09/2018,,Sales,Sales Representative,66980,Needs Improvement
00-17605519,Stephen,Johnson,Female,Maharashtra,Nagpur,PhD,02/11/1989,19/09/2017,,Sales,Sales Specialist,69627,Good
00-38267512,David,Ramirez,Male,Maharashtra,Nagpur,High School,15/06/1980,29/07/2016,,Marketing,Content Creator,58398,Good
00-88077298,Gregory,Francis,Male,Maharashtra,Pune,Master,31/01/1961,27/11/2020,,Customer Service,Customer Service Manager,89517,Good
00-75449429,Nicholas,King,Female,Maharashtra,Mumbai,Bachelor,27/10/1989,29/12/2017,,Sales,Sales Representative,53388,Excellent
00-46353305,Alexandra,Murray,Female,Maharashtra,Nagpur,Master,24/04/1979,03/06/2022,,IT,Software Developer,87705,Satisfactory
00-27053140,James,Gomez,Female,Andhra Pradesh,Vijayawada,Bachelor,19/03/1970,12/11/2020,,Marketing,Content Creator,67562,Good
00-88051323,Cheryl,Lopez,Male,Maharashtra,Pune,Bachelor,22/01/1971,06/04/2023,,Customer Service,Help Desk Technician,89315,Satisfactory
00-70964226,Cynthia,Anderson,Male,West Bengal,Durgapur,High School,04/08/1987,26/07/2022,,Customer Service,Support Specialist,62243,Excellent
00-27770796,Jodi,Bradford,Male,Maharashtra,Pune,Bachelor,09/01/1968,03/11/2017,,Sales,Sales Representative,67693,Needs Improvement
00-68968103,Peter,Delacruz,Female,Maharashtra,Nagpur,Master,26/07/1999,03/12/2023,,IT,Software Developer,84913,Excellent
00-44754808,Shelia,Payne,Female,Maharashtra,Pune,Bachelor,13/07/1999,17/12/2022,,Operations,Logistics Coordinator,55455,Good
00-23635217,Sandra,Michael,Male,Uttar Pradesh,Lucknow,Bachelor,25/08/1999,13/05/2023,,Operations,Operations Analyst,84409,Excellent
00-95370837,Richard,Green,Female,West Bengal,Kolkata,Master,17/04/1970,23/09/2022,,Sales,Sales Specialist,73258,Satisfactory
00-44957021,Erin,Murphy,Male,Andhra Pradesh,Visakhapatnam,Bachelor,08/12/1977,27/07/2019,,Operations,Inventory Specialist,61162,Good
00-90627301,Kathleen,Bowen,Female,Maharashtra,Pune,High School,04/05/2003,28/12/2024,,Operations,Inventory Specialist,55362,Good
00-16717119,Timothy,Sloan,Female,Maharashtra,Nagpur,Master,08/07/1983,14/05/2018,,Sales,Sales Manager,121023,Good
00-40519769,Paul,Schmitt,Female,Maharashtra,Pune,Master,20/02/1980,07/03/2020,,Operations,Operations Analyst,84242,Satisfactory
00-72969714,Richard,Lawrence,Male,Gujarat,Vadodara,Bachelor,04/11/1971,04/12/2021,,IT,Software Developer,91497,Good
00-18601881,Heather,Cooper,Female,Karnataka,Bangalore,Bachelor,22/01/1995,25/08/2017,,Operations,Inventory Specialist,62927,Excellent
00-15382566,Kimberly,Wood,Female,Maharashtra,Pune,Bachelor,26/06/1987,28/03/2023,,Sales,Sales Representative,68647,Satisfactory
00-56069176,Michelle,Ayers,Male,Delhi,Dwarka,Bachelor,31/03/1981,11/02/2018,,Customer Service,Support Specialist,69817,Satisfactory
00-44188269,Ann,Myers,Female,Maharashtra,Pune,Bachelor,05/10/1987,22/05/2024,,Finance,Financial Analyst,67772,Excellent
00-29788104,Anthony,Brewer,Female,Maharashtra,Pune,Bachelor,16/08/1982,20/07/2024,,Sales,Sales Representative,77062,Satisfactory
00-94181500,Jose,Hughes,Female,Maharashtra,Nagpur,Bachelor,17/04/1988,27/11/2017,,Marketing,Content Creator,64733,Excellent
00-20242039,Angelica,Smith,Female,Andhra Pradesh,Tirupati,Bachelor,04/12/1972,05/05/2023,,Sales,Sales Representative,72347,Excellent
00-21346274,Katelyn,Mejia,Female,Maharashtra,Nagpur,High School,16/04/1993,21/04/2016,,Customer Service,Support Specialist,59466,Satisfactory
00-81258319,Mallory,Walker,Male,Maharashtra,Pune,Bachelor,02/05/1984,17/03/2019,,Finance,Accountant,59616,Good
00-41635949,Kristopher,Hanson,Male,Maharashtra,Nagpur,Bachelor,24/09/1982,07/12/2022,,Operations,Logistics Coordinator,66875,Good
